team,split_value,matches_played,possession_pct,touches_against,touches_for,touches_opp_box_against,touches_opp_box_for,passes_attempted_against,passes_attempted_for,passes_completed_against,passes_completed_for,open_play_passes_against,open_play_passes_for,passes_forward_against,passes_forward_for,passes_backward_against,passes_backward_for,passes_sideways_against,passes_sideways_for,passes_opp_half_against,passes_opp_half_for,passes_own_half_against,passes_own_half_for,crosses_attempted_against,crosses_attempted_for,crosses_completed_against,crosses_completed_for,long_passes_attempted_against,long_passes_attempted_for,long_passes_completed_against,long_passes_completed_for,through_balls_against,through_balls_for,corners_against,corners_for,chances_created_against,chances_created_for,assists_against,assists_for,shots_against,shots_for,shots_on_target_against,shots_on_target_for,shots_off_target_against,shots_off_target_for,shots_blocked_against,shots_blocked_for,shots_in_box_against,shots_in_box_for,shots_outside_box_against,shots_outside_box_for,shots_on_target_in_box_against,shots_on_target_in_box_for,shots_on_target_outside_box_against,shots_on_target_outside_box_for,goals_against,goals_for,goals_in_box_against,goals_in_box_for,goals_outside_box_against,goals_outside_box_for,goals_from_shots_against,goals_from_shots_for,own_goals_against,own_goals_for,own_goals_in_box_against,own_goals_in_box_for,own_goals_outside_box_against,own_goals_outside_box_for,take_ons_against,take_ons_for,take_ons_won_against,take_ons_won_for,aerials_against,aerials_for,aerials_won_against,aerials_won_for,ground_duels_against,ground_duels_for,ground_duels_won_against,ground_duels_won_for,duels_contested_against,duels_contested_for,duels_won_against,duels_won_for,tackles_against,tackles_for,interceptions_against,interceptions_for,clearances_against,clearances_for,ball_recoveries_against,ball_recoveries_for,blocked_passes_against,blocked_passes_for,fouls_committed_against,fouls_committed_for,fouls_won_against,fouls_won_for,possession_lost_against,possession_lost_for,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for,pass_accuracy_pct_against,cross_accuracy_pct_against,long_pass_accuracy_pct_against,shooting_accuracy_pct_against,conversion_pct_against,take_on_success_pct_against,aerial_success_pct_against,ground_duel_success_pct_against,duel_success_pct_against,rank_possession_pct,rank_touches_against,rank_touches_for,rank_touches_opp_box_against,rank_touches_opp_box_for,rank_passes_attempted_against,rank_passes_attempted_for,rank_passes_completed_against,rank_passes_completed_for,rank_open_play_passes_against,rank_open_play_passes_for,rank_passes_forward_against,rank_passes_forward_for,rank_passes_backward_against,rank_passes_backward_for,rank_passes_sideways_against,rank_passes_sideways_for,rank_passes_opp_half_against,rank_passes_opp_half_for,rank_passes_own_half_against,rank_passes_own_half_for,rank_crosses_attempted_against,rank_crosses_attempted_for,rank_crosses_completed_against,rank_crosses_completed_for,rank_long_passes_attempted_against,rank_long_passes_attempted_for,rank_long_passes_completed_against,rank_long_passes_completed_for,rank_through_balls_against,rank_through_balls_for,rank_corners_against,rank_corners_for,rank_chances_created_against,rank_chances_created_for,rank_assists_against,rank_assists_for,rank_shots_against,rank_shots_for,rank_shots_on_target_against,rank_shots_on_target_for,rank_shots_off_target_against,rank_shots_off_target_for,rank_shots_blocked_against,rank_shots_blocked_for,rank_shots_in_box_against,rank_shots_in_box_for,rank_shots_outside_box_against,rank_shots_outside_box_for,rank_shots_on_target_in_box_against,rank_shots_on_target_in_box_for,rank_shots_on_target_outside_box_against,rank_shots_on_target_outside_box_for,rank_goals_against,rank_goals_for,rank_goals_in_box_against,rank_goals_in_box_for,rank_goals_outside_box_against,rank_goals_outside_box_for,rank_goals_from_shots_against,rank_goals_from_shots_for,rank_own_goals_against,rank_own_goals_for,rank_own_goals_in_box_against,rank_own_goals_in_box_for,rank_own_goals_outside_box_against,rank_own_goals_outside_box_for,rank_take_ons_against,rank_take_ons_for,rank_take_ons_won_against,rank_take_ons_won_for,rank_aerials_against,rank_aerials_for,rank_aerials_won_against,rank_aerials_won_for,rank_ground_duels_against,rank_ground_duels_for,rank_ground_duels_won_against,rank_ground_duels_won_for,rank_duels_contested_against,rank_duels_contested_for,rank_duels_won_against,rank_duels_won_for,rank_tackles_against,rank_tackles_for,rank_interceptions_against,rank_interceptions_for,rank_clearances_against,rank_clearances_for,rank_ball_recoveries_against,rank_ball_recoveries_for,rank_blocked_passes_against,rank_blocked_passes_for,rank_fouls_committed_against,rank_fouls_committed_for,rank_fouls_won_against,rank_fouls_won_for,rank_possession_lost_against,rank_possession_lost_for,rank_pass_accuracy_pct_for,rank_cross_accuracy_pct_for,rank_long_pass_accuracy_pct_for,rank_shooting_accuracy_pct_for,rank_conversion_pct_for,rank_take_on_success_pct_for,rank_aerial_success_pct_for,rank_ground_duel_success_pct_for,rank_duel_success_pct_for,rank_pass_accuracy_pct_against,rank_cross_accuracy_pct_against,rank_long_pass_accuracy_pct_against,rank_shooting_accuracy_pct_against,rank_conversion_pct_against,rank_take_on_success_pct_against,rank_aerial_success_pct_against,rank_ground_duel_success_pct_against,rank_duel_success_pct_against
Coventry,-1,5,34.94,942,506,40,21,761,357,660,239,705,317,285,188,167,60,309,109,356,117,304,122,14,9,3,4,52,84,22,28,3,0,4,5,10,6,6,6,17,13,3,4,7,5,7,4,14,9,3,4,3,4,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,23,14,12,4,52,52,22,30,44,41,17,12,96,93,39,42,12,12,5,12,34,35,39,39,9,4,8,20,20,8,133,148,66.95,44.44,33.33,30.77,0.0,28.57,57.69,29.27,45.16,86.73,21.43,42.31,17.65,11.76,52.17,42.31,38.64,40.62,20.0,2.0,12.0,2.0,11.0,2.0,13.0,1.0,15.0,2.0,12.0,2.0,10.0,2.0,16.0,1.0,13.0,1.0,15.0,2.0,15.0,2.0,15.0,1.0,5.0,9.0,3.0,9.0,6.0,2.0,14.0,4.0,9.0,5.0,12.0,7.0,8.0,3.0,10.0,10.0,9.0,4.0,7.0,4.0,9.0,2.0,8.0,11.0,8.0,7.0,6.0,9.0,15.0,4.0,18.0,3.0,16.0,4.0,7.0,4.0,18.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,12.0,3.0,14.0,1.0,1.0,4.0,1.0,8.0,8.0,5.0,11.0,5.0,5.0,6.0,3.0,10.0,11.0,15.0,2.0,9.0,2.0,8.0,7.0,7.0,10.0,10.0,1.0,1.0,10.0,4.0,5.0,19.0,3.0,17.0,12.0,18.0,16.0,4.0,14.0,5.0,1.0,8.0,12.0,16.0,7.0,6.0,17.0,6.0,10.0
Crystal Palace,-1,5,44.92,1024,835,54,34,787,583,650,446,721,523,327,271,191,123,269,189,344,162,306,284,15,17,2,3,98,73,49,31,2,4,11,2,25,15,18,9,31,18,8,7,10,10,13,1,21,14,10,4,6,6,2,1,3,3,2,3,1,0,3,3,0,0,0,0,0,0,33,20,15,10,41,41,24,17,76,75,24,29,117,116,48,46,19,29,15,14,35,42,56,52,14,9,14,8,8,14,193,189,76.5,17.65,42.47,38.89,16.67,50.0,41.46,38.67,39.66,82.59,13.33,50.0,25.81,9.68,45.45,58.54,31.58,41.03,19.0,1.0,3.0,1.0,5.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,6.0,2.0,9.0,1.0,2.0,1.0,7.0,5.0,8.0,1.0,5.0,1.0,4.0,5.0,2.0,1.0,15.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,16.0,1.0,3.0,1.0,8.0,1.0,3.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,4.0,12.0,12.0,4.0,1.0,2.0,16.0,13.0,11.0,7.0,3.0,6.0,17.0,7.0,11.0,4.0,12.0,3.0,11.0,8.0,11.0,4.0,12.0,9.0
Everton,-1,5,45.67,633,532,27,31,479,375,387,287,438,334,217,185,116,77,146,113,201,130,186,157,6,11,2,0,67,59,27,14,0,1,8,8,8,12,8,9,14,17,2,7,4,5,8,5,10,13,4,4,2,5,0,2,0,3,0,2,0,1,0,3,0,0,0,0,0,0,15,17,7,7,39,39,24,15,50,52,17,16,89,91,41,31,18,18,7,12,29,20,44,52,7,4,10,11,11,10,122,120,76.53,0.0,23.73,41.18,17.65,41.18,38.46,30.77,34.07,80.79,33.33,40.3,14.29,0.0,46.67,61.54,34.0,46.07,18.0,7.0,11.0,5.0,6.0,5.0,11.0,5.0,11.0,5.0,11.0,5.0,11.0,4.0,12.0,5.0,12.0,4.0,13.0,6.0,11.0,11.0,12.0,5.0,19.0,5.0,9.0,5.0,15.0,13.0,9.0,2.0,4.0,8.0,4.0,4.0,3.0,5.0,6.0,14.0,3.0,8.0,7.0,3.0,7.0,5.0,4.0,6.0,8.0,12.0,5.0,9.0,4.0,14.0,3.0,13.0,4.0,4.0,1.0,14.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,9.0,8.0,10.0,5.0,5.0,2.0,7.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,3.0,8.0,2.0,12.0,5.0,5.0,2.0,8.0,10.0,7.0,8.0,8.0,7.0,6.0,9.0,15.0,19.0,19.0,6.0,2.0,11.0,18.0,12.0,14.0,7.0,4.0,13.0,17.0,14.0,10.0,3.0,9.0,6.0
Fulham,-1,5,60.35,659,1003,30,48,437,831,348,707,403,781,192,341,100,199,145,291,179,360,169,347,8,19,3,2,79,83,34,46,2,1,2,8,11,12,6,9,13,19,4,5,4,6,5,8,9,12,4,7,4,3,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,22,34,15,11,40,40,22,18,74,78,32,20,114,118,54,38,29,18,6,7,49,16,49,46,13,6,7,10,10,7,133,182,85.08,10.53,55.42,26.32,5.26,32.35,45.0,25.64,32.2,79.63,37.5,43.04,30.77,7.69,68.18,55.0,43.24,47.37,7.0,6.0,2.0,3.0,2.0,6.0,1.0,7.0,1.0,6.0,1.0,7.0,2.0,6.0,1.0,6.0,1.0,6.0,2.0,8.0,1.0,6.0,6.0,1.0,10.0,3.0,4.0,3.0,3.0,5.0,9.0,13.0,4.0,4.0,4.0,7.0,3.0,8.0,4.0,4.0,7.0,8.0,3.0,6.0,3.0,6.0,5.0,6.0,7.0,3.0,9.0,9.0,4.0,8.0,6.0,7.0,5.0,4.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,12.0,7.0,3.0,8.0,4.0,4.0,2.0,7.0,12.0,10.0,10.0,12.0,4.0,3.0,4.0,17.0,2.0,15.0,17.0,15.0,12.0,18.0,16.0,8.0,3.0,10.0,9.0,12.0,1.0,9.0,3.0,3.0
Hull,-1,5,48.02,354,327,11,19,240,249,197,184,212,222,101,121,48,64,91,64,96,100,101,84,4,14,2,2,30,45,14,20,1,0,4,5,5,11,3,6,5,16,3,2,2,5,0,9,3,8,2,8,3,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,12,9,5,6,22,22,10,12,30,29,7,13,52,51,17,25,4,14,4,2,40,7,16,22,3,3,3,5,5,3,65,77,73.9,14.29,44.44,12.5,6.25,66.67,54.55,44.83,49.02,82.08,50.0,46.67,60.0,20.0,41.67,45.45,23.33,32.69,16.0,13.0,16.0,13.0,12.0,11.0,16.0,11.0,17.0,11.0,16.0,13.0,16.0,13.0,14.0,10.0,19.0,11.0,18.0,13.0,17.0,14.0,10.0,5.0,10.0,16.0,12.0,15.0,10.0,11.0,14.0,4.0,9.0,15.0,7.0,14.0,8.0,16.0,7.0,10.0,14.0,13.0,7.0,17.0,2.0,15.0,10.0,15.0,5.0,7.0,15.0,9.0,6.0,8.0,6.0,7.0,5.0,4.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,12.0,16.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,16.0,17.0,10.0,13.0,15.0,16.0,12.0,19.0,7.0,17.0,14.0,5.0,16.0,16.0,15.0,16.0,13.0,19.0,15.0,15.0,19.0,14.0,14.0,18.0,14.0,9.0,18.0,15.0,3.0,5.0,3.0,2.0,6.0,1.0,6.0,2.0,3.0,12.0,15.0,17.0,19.0
Ipswich,-1,5,48.94,675,647,27,18,535,515,440,420,494,474,237,236,135,142,163,137,186,175,254,245,13,10,3,5,58,70,21,27,4,3,6,4,16,7,10,5,21,13,4,4,8,5,9,4,14,9,7,4,3,3,1,1,2,1,2,1,0,0,2,1,0,0,0,0,0,0,6,22,4,10,31,31,15,16,34,37,17,14,65,68,32,30,14,6,9,12,30,14,56,42,6,6,7,14,14,7,116,129,81.55,50.0,38.57,30.77,7.69,45.45,51.61,37.84,44.12,82.24,23.08,36.21,19.05,9.52,66.67,48.39,50.0,49.23,15.0,5.0,7.0,5.0,13.0,3.0,7.0,3.0,7.0,3.0,7.0,4.0,6.0,3.0,3.0,3.0,9.0,5.0,8.0,3.0,4.0,3.0,13.0,1.0,2.0,6.0,6.0,10.0,8.0,1.0,3.0,3.0,11.0,2.0,10.0,2.0,10.0,2.0,10.0,4.0,9.0,3.0,7.0,2.0,9.0,2.0,8.0,2.0,8.0,7.0,9.0,3.0,6.0,4.0,6.0,3.0,5.0,4.0,7.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,18.0,3.0,13.0,4.0,8.0,8.0,9.0,6.0,12.0,12.0,5.0,8.0,11.0,10.0,8.0,9.0,9.0,15.0,3.0,2.0,11.0,11.0,1.0,6.0,11.0,7.0,12.0,5.0,5.0,12.0,7.0,7.0,8.0,1.0,15.0,12.0,13.0,8.0,8.0,9.0,7.0,5.0,7.0,14.0,14.0,9.0,2.0,13.0,1.0,2.0
Leeds,-1,5,54.0,270,317,9,10,189,234,146,186,175,216,83,110,37,57,69,67,83,59,63,127,8,10,1,2,27,36,9,16,0,0,3,3,6,3,3,2,9,8,0,2,3,2,6,4,5,4,4,4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,13,4,5,19,19,8,11,30,30,10,8,49,49,18,19,9,10,3,6,24,16,19,20,2,0,6,1,1,6,58,66,79.49,20.0,44.44,25.0,12.5,38.46,57.89,26.67,38.78,77.25,12.5,33.33,0.0,0.0,50.0,42.11,33.33,36.73,11.0,16.0,17.0,15.0,18.0,16.0,18.0,16.0,16.0,15.0,18.0,16.0,18.0,16.0,17.0,14.0,18.0,12.0,19.0,16.0,14.0,6.0,13.0,10.0,10.0,18.0,14.0,18.0,13.0,13.0,14.0,8.0,13.0,12.0,18.0,14.0,16.0,12.0,15.0,18.0,14.0,10.0,18.0,5.0,9.0,13.0,15.0,6.0,8.0,17.0,15.0,9.0,6.0,14.0,6.0,13.0,5.0,4.0,7.0,14.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,14.0,13.0,12.0,13.0,13.0,15.0,14.0,14.0,15.0,12.0,15.0,14.0,16.0,13.0,15.0,13.0,13.0,18.0,9.0,14.0,8.0,15.0,16.0,17.0,19.0,15.0,18.0,18.0,15.0,17.0,18.0,13.0,11.0,9.0,16.0,8.0,13.0,3.0,16.0,13.0,10.0,13.0,17.0,18.0,14.0,7.0,18.0,10.0,13.0
Liverpool,-1,5,60.77,696,1078,22,50,430,831,302,695,358,766,217,385,101,162,112,284,101,421,201,274,5,34,1,7,97,86,35,50,3,0,4,9,7,19,4,13,14,33,3,11,6,6,5,16,8,21,6,12,2,8,1,3,0,4,0,3,0,1,0,4,0,0,0,0,0,0,29,34,11,9,32,32,18,14,81,88,26,23,113,120,44,37,33,25,8,12,57,26,53,62,13,8,22,18,18,22,182,206,83.63,20.59,58.14,33.33,12.12,26.47,43.75,26.14,30.83,70.23,20.0,36.08,21.43,0.0,37.93,56.25,32.1,38.94,5.0,3.0,1.0,9.0,1.0,7.0,1.0,8.0,2.0,8.0,2.0,5.0,1.0,5.0,2.0,8.0,2.0,10.0,1.0,4.0,3.0,12.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,2.0,14.0,4.0,3.0,10.0,1.0,11.0,1.0,5.0,1.0,10.0,1.0,6.0,3.0,6.0,1.0,7.0,1.0,3.0,1.0,12.0,1.0,3.0,2.0,14.0,1.0,13.0,1.0,4.0,1.0,14.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,6.0,7.0,7.0,7.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,5.0,10.0,1.0,9.0,9.0,18.0,15.0,17.0,17.0,16.0,9.0,15.0,13.0,14.0,14.0,6.0,11.0,12.0
Man City,-1,5,64.81,297,547,2,28,203,463,152,400,181,436,99,167,55,105,49,191,37,241,115,159,1,13,0,3,43,35,20,17,0,5,2,6,3,6,2,5,3,9,2,4,1,3,0,2,2,7,1,2,2,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,11,2,4,19,19,7,12,29,33,7,11,48,52,14,23,11,12,7,5,23,4,26,30,2,3,7,7,7,7,72,85,86.39,23.08,48.57,44.44,11.11,36.36,63.16,33.33,44.23,74.88,0.0,46.51,66.67,0.0,25.0,36.84,24.14,29.17,2.0,14.0,10.0,19.0,8.0,14.0,9.0,14.0,9.0,14.0,9.0,14.0,13.0,11.0,10.0,16.0,5.0,17.0,5.0,10.0,10.0,17.0,11.0,15.0,8.0,12.0,15.0,11.0,12.0,13.0,1.0,13.0,8.0,17.0,12.0,16.0,10.0,17.0,13.0,14.0,9.0,18.0,14.0,17.0,14.0,16.0,11.0,16.0,18.0,12.0,6.0,9.0,15.0,14.0,6.0,13.0,5.0,4.0,7.0,14.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,15.0,17.0,14.0,13.0,13.0,18.0,11.0,16.0,14.0,17.0,14.0,16.0,14.0,18.0,13.0,11.0,11.0,8.0,10.0,15.0,19.0,11.0,13.0,17.0,13.0,12.0,14.0,14.0,12.0,13.0,13.0,1.0,9.0,7.0,3.0,10.0,14.0,1.0,11.0,6.0,15.0,15.0,7.0,1.0,14.0,17.0,20.0,16.0,20.0
Man Utd,-1,5,62.23,400,659,7,29,240,541,165,448,198,495,121,236,42,112,77,193,77,283,88,165,9,27,1,5,57,55,20,30,1,2,3,13,6,12,4,7,8,20,4,7,2,6,2,7,5,10,3,10,3,3,1,4,1,2,1,1,0,1,1,2,0,0,0,0,0,0,17,16,9,8,20,20,8,12,44,41,15,18,64,61,23,30,9,14,6,4,39,16,30,39,12,5,11,15,15,11,104,116,82.81,18.52,54.55,35.0,10.0,50.0,60.0,43.9,49.18,68.75,11.11,35.09,50.0,12.5,52.94,40.0,34.09,35.94,4.0,11.0,6.0,16.0,7.0,11.0,6.0,12.0,4.0,12.0,6.0,11.0,6.0,14.0,9.0,12.0,4.0,13.0,4.0,15.0,9.0,5.0,3.0,10.0,2.0,7.0,10.0,11.0,5.0,11.0,5.0,8.0,2.0,12.0,4.0,11.0,6.0,14.0,3.0,4.0,3.0,13.0,3.0,12.0,5.0,13.0,6.0,11.0,2.0,7.0,9.0,3.0,1.0,8.0,5.0,7.0,5.0,4.0,1.0,7.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,10.0,5.0,9.0,12.0,12.0,15.0,11.0,8.0,8.0,9.0,5.0,12.0,12.0,12.0,9.0,13.0,7.0,12.0,11.0,6.0,8.0,10.0,7.0,4.0,9.0,6.0,4.0,4.0,6.0,9.0,10.0,6.0,12.0,3.0,8.0,11.0,6.0,2.0,4.0,1.0,18.0,14.0,16.0,4.0,6.0,5.0,19.0,8.0,15.0
Newcastle,-1,5,57.36,417,561,20,17,297,448,224,363,262,405,144,198,74,120,79,130,108,120,116,243,10,8,2,2,48,61,23,24,0,0,3,4,9,4,4,2,14,6,4,2,5,3,5,1,8,3,6,3,4,1,0,1,2,1,2,1,0,0,1,1,0,1,0,1,0,0,14,20,8,11,38,38,21,17,39,39,12,14,77,77,33,31,10,6,7,4,19,13,38,37,7,9,15,14,14,15,94,110,81.03,25.0,39.34,33.33,16.67,55.0,44.74,35.9,40.26,75.42,20.0,47.92,28.57,7.14,57.14,55.26,30.77,42.86,10.0,10.0,9.0,10.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,6.0,11.0,10.0,9.0,14.0,9.0,5.0,4.0,16.0,5.0,10.0,10.0,7.0,7.0,9.0,13.0,14.0,8.0,11.0,6.0,16.0,11.0,16.0,5.0,18.0,4.0,14.0,7.0,14.0,6.0,16.0,7.0,18.0,3.0,15.0,3.0,15.0,9.0,6.0,4.0,6.0,3.0,5.0,4.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,7.0,2.0,6.0,6.0,6.0,4.0,11.0,11.0,11.0,8.0,7.0,7.0,7.0,6.0,12.0,15.0,8.0,11.0,17.0,12.0,9.0,9.0,8.0,2.0,3.0,5.0,5.0,3.0,11.0,12.0,10.0,6.0,14.0,9.0,3.0,5.0,13.0,10.0,10.0,14.0,9.0,5.0,10.0,13.0,4.0,8.0,13.0,7.0
Nottingham Forest,-1,5,69.71,156,359,3,12,83,303,44,249,63,283,54,138,14,64,15,101,14,158,30,91,0,15,0,4,30,34,8,14,0,3,0,3,2,6,2,4,2,9,0,0,2,4,0,5,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,5,19,19,10,9,20,20,8,8,39,39,18,17,6,4,5,1,27,5,16,19,2,2,4,5,5,4,49,70,82.18,26.67,41.18,0.0,0.0,62.5,47.37,40.0,43.59,53.01,,26.67,0.0,0.0,50.0,52.63,40.0,46.15,1.0,19.0,15.0,18.0,17.0,19.0,15.0,19.0,14.0,19.0,15.0,18.0,14.0,19.0,14.0,19.0,14.0,19.0,10.0,19.0,16.0,19.0,8.0,15.0,5.0,16.0,17.0,19.0,15.0,13.0,3.0,19.0,13.0,19.0,12.0,16.0,13.0,19.0,13.0,18.0,19.0,13.0,12.0,17.0,7.0,16.0,14.0,19.0,8.0,17.0,18.0,9.0,15.0,14.0,18.0,13.0,16.0,4.0,7.0,14.0,18.0,1.0,2.0,1.0,2.0,1.0,1.0,14.0,17.0,13.0,12.0,13.0,13.0,11.0,15.0,18.0,18.0,16.0,15.0,17.0,17.0,13.0,16.0,16.0,18.0,15.0,17.0,13.0,18.0,16.0,17.0,17.0,16.0,18.0,15.0,15.0,18.0,18.0,16.0,7.0,5.0,12.0,19.0,18.0,4.0,9.0,5.0,8.0,20.0,,18.0,18.0,14.0,7.0,11.0,5.0,5.0
Sunderland,-1,5,51.91,691,746,28,35,496,569,390,442,450,514,241,276,99,136,156,157,210,215,180,227,7,20,1,5,75,102,33,52,2,2,4,7,14,15,10,10,17,25,4,11,9,7,4,7,13,15,4,10,4,8,0,3,3,4,3,3,0,1,3,4,0,0,0,0,0,0,15,18,5,13,52,52,29,23,51,49,14,24,103,101,43,47,17,13,9,9,48,21,44,44,7,7,21,19,19,21,140,160,77.68,25.0,50.98,44.0,16.0,72.22,44.23,48.98,46.53,78.63,14.29,44.0,23.53,17.65,33.33,55.77,27.45,41.75,13.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,3.0,3.0,8.0,4.0,4.0,8.0,3.0,6.0,7.0,6.0,9.0,5.0,10.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,9.0,5.0,4.0,2.0,6.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,11.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,10.0,2.0,4.0,4.0,4.0,1.0,6.0,9.0,3.0,6.0,4.0,4.0,5.0,5.0,8.0,6.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,6.0,4.0,4.0,5.0,2.0,14.0,2.0,3.0,9.0,11.0,9.0,12.0,4.0,15.0,7.0,15.0,8.0
Tottenham,-1,5,58.2,293,408,17,6,193,330,160,284,169,308,94,135,49,72,50,123,53,147,107,137,3,6,0,2,33,22,17,11,2,1,1,2,7,2,5,1,11,6,5,0,3,5,3,1,8,2,3,4,4,0,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,14,14,7,4,17,17,9,8,32,37,9,8,49,54,18,16,5,13,11,2,10,8,26,29,5,2,9,8,8,9,61,67,86.06,33.33,50.0,0.0,0.0,28.57,47.06,21.62,29.63,82.9,0.0,51.52,45.45,27.27,50.0,52.94,28.12,36.73,9.0,15.0,14.0,11.0,19.0,15.0,14.0,13.0,13.0,16.0,14.0,15.0,15.0,12.0,13.0,15.0,11.0,16.0,11.0,12.0,13.0,15.0,17.0,15.0,10.0,14.0,18.0,13.0,18.0,5.0,9.0,17.0,15.0,10.0,19.0,9.0,19.0,9.0,18.0,3.0,19.0,10.0,7.0,10.0,16.0,7.0,19.0,11.0,8.0,3.0,18.0,3.0,15.0,1.0,18.0,1.0,16.0,4.0,7.0,1.0,18.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,12.0,8.0,14.0,17.0,17.0,14.0,17.0,13.0,12.0,13.0,15.0,14.0,13.0,13.0,17.0,17.0,9.0,2.0,14.0,18.0,15.0,11.0,14.0,13.0,16.0,9.0,12.0,12.0,9.0,16.0,17.0,2.0,4.0,6.0,19.0,18.0,16.0,11.0,20.0,20.0,3.0,15.0,2.0,6.0,1.0,7.0,10.0,14.0,13.0
Arsenal,-2 or worse,5,61.06,227,356,18,21,145,278,98,227,126,248,68,118,26,65,51,95,48,92,50,135,4,6,1,0,41,35,15,19,1,1,3,6,5,7,3,7,9,8,2,1,6,4,1,3,7,7,2,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9,10,2,5,24,24,10,14,25,25,8,10,49,49,18,24,10,7,3,2,19,5,25,16,5,4,5,7,7,5,64,76,81.65,0.0,54.29,12.5,0.0,50.0,58.33,40.0,48.98,67.59,25.0,36.59,22.22,11.11,22.22,41.67,32.0,36.73,6.0,10.0,9.0,6.0,4.0,10.0,9.0,10.0,8.0,10.0,9.0,10.0,9.0,10.0,8.0,9.0,8.0,9.0,9.0,10.0,6.0,8.0,8.0,6.0,10.0,6.0,9.0,7.0,6.0,5.0,5.0,5.0,2.0,6.0,5.0,6.0,3.0,6.0,5.0,8.0,11.0,4.0,5.0,7.0,4.0,6.0,4.0,7.0,8.0,7.0,9.0,6.0,8.0,6.0,9.0,4.0,9.0,4.0,1.0,6.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0,8.0,9.0,2.0,5.0,5.0,8.0,2.0,8.0,8.0,9.0,6.0,9.0,7.0,9.0,4.0,9.0,8.0,10.0,8.0,7.0,10.0,8.0,9.0,6.0,6.0,9.0,7.0,7.0,9.0,10.0,10.0,9.0,10.0,2.0,11.0,8.0,3.0,3.0,4.0,3.0,10.0,6.0,9.0,11.0,5.0,11.0,11.0,10.0,10.0
